"NUTS_ID","NUTS_NAME","region_id","_count","weight"
"ITC18","Alessandria",770,12.5151329757209,0.00143661901141508
"ITC33","Genova",774,0.0309677408695279,0.00101760409826338
"ITC46","Bergamo",780,4.32107306224498,0.000705058509794192
"ITC47","Brescia",781,11.0581137998706,0.000353799992404024
"ITC48","Pavia",782,18.4559444547558,0.000791636170499029
"ITC49","Lodi",783,5.00959926843643,0.00095971938186498
"ITC4A","Cremona",784,15.7702316045761,0.000732858478872684
"ITC4B","Mantova",785,19.2533737123013,0.000535017725247726
"ITC4C","Milano",786,7.2713453117758,0.00168301036412685
"ITC4D","Monza e della Brianza",787,0.565548028796911,0.00120271527373518
"ITH31","Verona",956,10.8792770910077,0.000923564698536722
"ITH32","Vicenza",957,5.89379382658808,0.000282279652395775
"ITH35","Venezia",960,12.4108770489693,0.000321111658415499
"ITH36","Padova",961,11.7235107123852,0.000256958392132717
"ITH37","Rovigo",962,15.5315056741238,0.00435508881419675
"ITH51","Piacenza",967,9.98040822760959,0.00288794466559399
"ITH52","Parma",968,10.8973203876885,0.00150964813266477
"ITH53","Reggio nell’Emilia",969,7.81797593872034,0.00145220685893273
"ITH54","Modena",970,10.0717200845247,0.00145601065725919
"ITH55","Bologna",971,15.7410177903366,0.00727003927897693
"ITH56","Ferrara",972,22.5022153779864,0.00234744716147579
"ITH57","Ravenna",973,8.78480289131403,0.00829565336385537
"ITI11","Massa-Carrara",976,0.0159668276883167,0.0318128915345245
