"REGION","2017","2018","2019","2020","2021","2022","2023","2024","region_id"
"ES220",59,NA,NA,NA,NA,NA,NA,NA,1217
"ES230",73,NA,NA,NA,NA,NA,NA,NA,1218
"ES241",60,NA,NA,NA,NA,NA,NA,NA,1219
"ES242",58,NA,NA,NA,NA,NA,NA,NA,1220
"ES243",54,NA,NA,NA,NA,NA,NA,NA,1285
"ES417",98,NA,NA,NA,NA,NA,NA,NA,1293
"ES423",103,NA,NA,NA,NA,NA,NA,NA,1298
"ES424",86,NA,NA,NA,NA,NA,NA,NA,1299
"ES522",59,NA,NA,NA,NA,NA,NA,NA,1347
