"REGION","2017","2018","2019","2020","2021","2022","2023","2024","region_id"
"ES220",219,NA,NA,NA,NA,NA,NA,NA,1217
"ES230",200,NA,NA,NA,NA,NA,NA,NA,1218
"ES241",181,NA,NA,NA,NA,NA,NA,NA,1219
"ES242",188,NA,NA,NA,NA,NA,NA,NA,1220
"ES243",185,NA,NA,NA,NA,NA,NA,NA,1285
"ES417",232,NA,NA,NA,NA,NA,NA,NA,1293
"ES423",231,NA,NA,NA,NA,NA,NA,NA,1298
"ES424",223,NA,NA,NA,NA,NA,NA,NA,1299
"ES522",208,NA,NA,NA,NA,NA,NA,NA,1347
