"REGION","2017","2018","2019","2020","2021","2022","2023","2024","region_id"
"ES220",94,NA,NA,NA,NA,NA,NA,NA,1217
"ES230",77,NA,NA,NA,NA,NA,NA,NA,1218
"ES241",72,NA,NA,NA,NA,NA,NA,NA,1219
"ES242",59,NA,NA,NA,NA,NA,NA,NA,1220
"ES243",60,NA,NA,NA,NA,NA,NA,NA,1285
"ES417",71,NA,NA,NA,NA,NA,NA,NA,1293
"ES423",96,NA,NA,NA,NA,NA,NA,NA,1298
"ES424",77,NA,NA,NA,NA,NA,NA,NA,1299
"ES522",64,NA,NA,NA,NA,NA,NA,NA,1347
